福州三坊七巷，完善于唐五代，古老的坊巷格局至今基本保留完整，其中全国重点文物保护单位有九处，是一座不可多得的“明清建筑博物馆”。这里一直是“闽都名人的聚居地”林则徐、沈葆桢、严复、陈宝琛、林觉民、林旭、冰心、林纾等故居也此地，地铁交通都跟方面，具体部分故居需要单独收费，还有个三坊七巷的邮局可以邮寄明信片！	support
福州三坊七巷我个人第一次去，我个人很喜欢历史，就是人太多了！不过来福州么，就一定要去了！	support
算是福建比较有特色的一组建筑群，感受一下当地历史文化，周边旅游工艺品不建议购买。	against
向西三片称“坊”，自北而南依次为衣锦坊、文儒坊、光禄坊“三坊”，杨桥巷、郎官巷、安民巷、黄巷、塔巷、宫巷、吉庇巷“七巷”。	neutral
我觉得可，颜色比较明丽），觉得可，性价比还行，瞎逛逛，不花啥钱	support
还是很有亮点的，刚进去就有两个亭子，拍拍照片业特好看，太多了，下次继续	support
福马赛道创意性的设计，全挤到一起了，就当我们一起来逛逛步行街了，因为马拉松经过能出名一回也不错	support
福建省褔州市的三坊七巷是市民和游客闲逛的好去处。三坊七巷中还保留有许多明清老建筑，比如同利肉燕等。	support
这个景点就在市中心，很难得福州还有这么古老的建筑。里面的小景点是单独收费的，把这里的氛围营造的很有意境。可以慢慢欣赏，也可以品尝路边的美食。适合拍照，在这里拍照的话建议穿有特色的古装是最好的了	support
还是满有特色的打卡景点，对于女士来说，这次因为时间关系，下次有机会还会去看看	support
到福州三坊七巷值得一去，可以看到很多有福州韵味的，灯光照射下很有古韵，很多特色小吃。	support
这里真的有三条坊七条巷，政府整洁以后非常干净，加上旁边是最热闹的东街百货商区，人气非常旺。来福州必去	support
三坊又七巷浓缩了福州老城区的历史文化传承，一条越来越成熟了的步行街展示文化	support
我很喜欢的一小片老城区，但一点都不影响他的韵味，走在巷子里，能静静感受到福州这个城市历史的文化底蕴	support
三坊七巷名声在外，就选择了三坊七巷转一转。现存的街巷修缮保护得还比较完好，以及结构精巧的明清古宅，生动的石刻。商业气息也比较浓厚。	support
仿古建筑一条街，跟成都的宽窄巷子相似	support
来福洲去的第一个地方，国庆节去的，没有走完，不然没有办法感受景色，推荐大家去	support
这地方是福州门面，集中了各类餐饮	support
实际上就是，有许多的老的文化生活方式和传统文化传承的意义存在，改建后供游客参观考察旅游吃喝玩乐应有尽有	support
古香古色的，有兴趣的可以来逛逛！	support
非常值得一看的地方！！！有很多有故事的景观！	support
有古风，还有许多吃的，是旅游的圣地	support
不仅仅是逛那条南后街，还是有很多特别的感受的。街比较偏商业化，可以从旁边的东百楼上看，也很美	support
非常好的选择，热闹非凡。大家一定要去	support
人文景观不错，很好。	support
历史悠久，值得参观。	support
一部中国近现代史，值得一去。。	support
福州的名片，美丽的三坊七巷！！	support
漫步福州三坊七巷，三坊七巷，至今保留了大量名人故居和明清时代的建筑。这里深宅云集、大院比肩，于唐五代形成，是“中国城市里坊制度的活化石”、“明清古建筑博物馆”。三坊七巷博大精深、沉潜冲和的特质，展示着福州城市的个性和魅力，推荐游览线路：严复故居——二梅书屋——水榭戏台——小黄楼——林聪彝故居——谢家祠——王麒故居——郭柏荫故居——刘家大院——周哲文艺术馆——鄢家花厅——刘齐衔故居（联票价是，人次），品美食赏美景的坊巷慢游——参观左海伟人林则徐纪念馆——南后街购物	support
景色现代化的建设，充满了仿古建筑，带小孩看看蜡像馆啥的，尽头有一家便便主题餐厅不错，性价比还行	support
福州最具代表性的旅游打卡点，推荐游玩时间半天到一天，逛玩可以顺便逛逛东街是不错的安排。	support
三坊七巷是福州的特色。旅游都会去。去多了，也就那样。东西还是比较贵的！	against
去过了，我就是来凑个字数的，哈哈	neutral
这是一个历史与文化相结合的商业街区，利用开发方式不错	support
挺不错，挺不错。	support
感受到福州古老文化	support
听着好像不错的样子	support
这是一个古建筑群落，很多传统文化和传统技艺都在这里呈现出来	support
是福州的历史之源、文化之根，被国务院列为重点保护文物单位。	support
不错，非常详细	support
这个地方不错，与商业完美结合	support
福州名胜古迹，小吃店不少	support
几千年的坊巷制度只有福州留下来了，很值得一看。	support
人不多，适合掏门票钱慢慢游玩。	support
很好地保留了历史建筑模样，林则徐故居也在这里	support
历史文化古街道，林则徐故居	support
五星级景点，还是很好的，走走拍拍	support
很好的保留了古代的风貌，林则徐就是出自这里	support
充满市井气息的三坊七巷，附近就是著名的禁烟英雄林则徐，毕竟谁都不喜欢烟味弥漫的生活。各有各的古名，有灯光打在喷着的水雾上，边上就是美食店和酒吧，就餐环境极佳！	support
三坊七巷位于福州市，保留大量的老民居。	support
必须要来打卡的地方，很有历史感。	support
景点比较多，周边山地景色也不错	support
据说是耗资亿，那里游客免费玩哦!	support
很不错的旅游地方，就是好美丽动人故事地方	support
很推荐的地方，以南后街为主街左右的分支就是坊和巷，但应该都是大门大户，博物馆或者客栈。面积还是不太小的，还是要些时间的。南后街很多店铺，人不太多，不禁让人遥想当年。	support
越来越喜欢这个步行街了，因为变成熟了	support
福州最热闹的老街，体现了风土人情。	support
我觉得这里还不错吧，能逛逛	support
晚上去逛逛很不错，很多好吃的。	support
是福州市区内一处不错的旅游景点，我建议去这里游玩，否则单看建筑一般化。	support
三房七巷有林则徐纪念馆和夜市，对街还有一条美食街	support
是一个古老街道，保留了古色古香的韵味。主道上还有很多铜人像。	support
非常好，要是能支撑连续自动播放就更好了！	support
福州三坊七巷景区，三坊七巷一直被誉为福建省省会福州市的名片，如今是外地游客来福州的必打卡之地。福州三坊七巷书香文儒酒店，房价元，酒店位于国家级景区三坊七巷文儒坊内。酒店内亭台楼阁，水榭环绕，房价元，酒店位于东街口繁华商业圈内——八一七北路，从酒店内鸟瞰三坊七巷美景尽收眼底。福州三坊七巷亚朵酒店，晚，毗邻大洋百货，可便捷前往三坊七巷步行街和星巴克。聚春园驿馆(福州三坊七巷店)，房价元，地处三坊七巷之宫巷中，是一家精品民俗客栈。保留了民国、明清风格的建筑格局。福州三坊七巷悦舍酒店，房价元，酒店地处于福州市鼓楼区知名景点”三坊七巷-塔巷内，“于山风景区”，福州聚春园大酒店，晚，位于市区东街口，为宾客奉上闽粤菜系诸多珍馔佳肴。凯里亚德酒店(三坊七巷店)，房价元，位于福州市东街口八一七北路南门兜地铁站对面，房价元，位于鼓楼东街号(旗讯口公交站旁)，灵动客房，阳台户外休闲吧，交通便利。	support
可以去看看玩玩的步行街越来越成熟的步行街	support
免费，但不建议住里面，来这玩到不错。	support
福州的步行街，越来越成熟了的感觉	neutral
这地方不错，建筑古朴，	support
名人辈出的地方，游人如织。	support
刚在这里跑了福马，据说有一家肉燕很好吃，没来得及吃	support
过去的老宅老巷，记载了曾经的繁华和历史，很有意义。	support
汇聚了福建名特小吃，福州特色建筑一应俱全。好吃好玩好耍！	support
吃吃吃各种美食吃不完，也逛不完；逛到我腿都酸了才回酒店。	support
福州的老街代表，但还保留了不少历史建筑。	support
讲解很详细！	support
是福州老城区仅存的一部分，文化之根	support
讲的很详细	support
有好吃的美食，值得一看	support
三坊七巷是古代有钱有权人住的地方，真的不错！！	support
适合饭后散散步逛逛，和其他地方的步行街差不多	neutral
福州榕城五级景区！都是名人故居！值得一游！	support
位置在东街口东百这里，游玩都很方便	support
是南后街两旁从北到南依次排列的十条坊巷的概称。;七巷，则是：杨桥巷、郎官巷、塔巷、黄巷、安民巷、宫巷、吉庇巷。主要就是看这些建筑物及名人故居。这里的民居，有丰富的图案雕饰，。区域内，白墙瓦屋、黄色木制的房屋。坊巷纵横，有的街巷弯曲，大同小异，南后街北起杨桥路口，全长，米左右，“三坊七巷”，也是传统与现代相结合的休闲文化商业街。翻修后的南后街充满古色古香韵味，包括中间宽，米的步行街。它的东侧有七巷，是曾经主要的商业街，路面商贾云集。抗日战争时期，今此老宅列为革命文物保护单位。黄巷在塔巷以南，有个叫小黄楼的小景，再继续往前走是郎官巷，只经过了宫巷的严复书院）。除外，也就是前面所说的民俗博物馆。先看到的是杨桥路，杨桥路上有林觉民和冰心的故居（杨桥路，号），衣锦坊是三坊中的第一坊，其中的衣锦坊水榭戏台最具特色。这是一个木构单层平台，下建清水池塘，正面为阁楼。于此观看戏剧演出，具有声学原理和美学价值，文儒坊是第二坊同治年间归刑部主事陈承裘所有，所以也称为，光禄坊是三坊中的最后一坊，以光禄吟台最为有名。	support
第一次来福州游玩，白天沿坊串巷，买到自己喜欢的衣物饰玩，遥想当年那些名人志士的各领风骚。晚上再来，有的灯红酒绿人气涨，有的鸦雀无声，值得游览！	support
是南后街两旁从北到南依次排列的十条坊巷的概称。;七巷，则是：杨桥巷、郎官巷、塔巷、黄巷、安民巷、宫巷、吉庇巷。主要就是看这些建筑物及名人故居。这里的民居，有丰富的图案雕饰，。区域内，白墙瓦屋、黄色木制的房屋。坊巷纵横，有的街巷弯曲，大同小异，南后街北起杨桥路口，全长，米左右，“三坊七巷”，也是传统与现代相结合的休闲文化商业街。翻修后的南后街充满古色古香韵味，包括中间宽，米的步行街。它的东侧有七巷，是曾经主要的商业街，路面商贾云集。抗日战争时期，今此老宅列为革命文物保护单位。黄巷在塔巷以南，有个叫小黄楼的小景，再继续往前走是郎官巷，只经过了宫巷的严复书院）。除外，也就是前面所说的民俗博物馆。先看到的是杨桥路，杨桥路上有林觉民和冰心的故居（杨桥路，号），衣锦坊是三坊中的第一坊，其中的衣锦坊水榭戏台最具特色。这是一个木构单层平台，下建清水池塘，正面为阁楼。于此观看戏剧演出，具有声学原理和美学价值，文儒坊是第二坊同治年间归刑部主事陈承裘所有，所以也称为，以光禄吟台最为有名。	support
故居，多是名人呀，开放的少，古树参天，凉亭，小吃，比比皆是。趣味，性价比，不好说	neutral
非常棒，附近是繁华商圈	support
福州必到的打卡之处，看福州传统文化。	support
古色古香的三坊七巷，值得一去！！	support
经常会经过这里，有很多福州特色的	support
真行跟不错，有很多古代的东西。	support
福州必须去的地方，很多美味，非常棒的地方。	support
三坊七巷越来越成熟了，而且变得更有调调了一些，而且有很多福州特色的小吃和东西。	support
古色古香，没有商业气息。	support
福建的年味儿，年年岁岁花相似，来探探这里丰富多彩的年味儿。写春联，这种春联没有花里胡哨，这是中华民族的传统食物，年糕有红、黄、白三色，年糕又称“年年糕”，寓意着人们的工作和生活一年比一年提高。图片里的师傅正在做炒米糕，糖，在太阳下晒成干透的米粒，直炒到白白的米粒变成漂亮的焦黄色米花，火不能太大，米就焦黑了。然后出锅，年糕是糯糯的，弹性，嘎吱脆的那种。贴春联挂灯笼，又叫“春贴”、“门对”、“对联”，让平日里较为古朴素色的街道有了令人暖心的喜庆。逛花灯，又叫“花灯”，它与流传中国民间的元宵赏灯习俗密切相连。每一年三坊七巷和福州马尾区都会举办花灯节，真的是火树银花不夜天。	support
昨夜星辰昨夜风，身无彩凤双飞翼，事隔多年，走进了这个晋、唐形成起，清至民国走向辉煌三坊七巷。我只能在宫巷和南后街漫步。单是室内的木雕石刻构件就今人叹为观，让我仿佛回到了明清时期的街道里。还有一条闻名遐迩的南后街。是福州城内“三坊七巷”的中轴。它的东侧有七巷，是从福州三坊七巷兴起至民国期间主要的商业街，福州这座具有多年历史的古老城市中心，由三个坊、七条巷和一条中轴街肆组成，因此自古就被称为“三坊七巷”。	support
位于福州中心城区（老城区）的三坊七巷拥有公顷的完整保护范围。三坊七巷为国内现存规模较大、保护较为完整的历史文化街区，有“中国城市里坊制度活化石”和“中国明清建筑博物馆”的美称。年月日，三坊七巷历史文化街区获得文化部、国家文物局批准的“中国十大历史文化名街”荣誉称号	support
长啸三春晚，未安蝴蝶梦，别岛连环海，流星疑伴使，怀禄宁期达，艰虞行已远，-，“路逢十客九青矜，巷南巷北读书声。”，三坊七巷！，[爱心][爱心]	support
三坊七巷和朱紫坊还是不错的，满热闹的	support
电子讲解很好，价格也合适，没有压力。	support
我觉得这里挺好的，还挺不错的。	support
地方挺大的，好好的慢慢逛。早上点前人不算太多，等景点开门了，再进景点里面参观。	support
福州市的标志性景点：三坊七巷，一边是七巷一边是三坊，小吃，味道很不错，别有一番风味！	support
福州最有名的景点肯定是三坊七巷了，人山人海，来福州必须打卡	support
福州三坊七巷是福州的一条历史文化街，是福州历史的起源，现在的建筑始于清代和民国，感受福州的历史底蕴。	support
三坊七巷是福州的地标建筑，现在大部分都商业化。如果想拍照建议清早来，两边的各坊各巷人比较少。	neutral
一座三坊七巷，三坊七巷起于晋，至明清鼎盛，是中国都市仅存的一块“里坊制度活化石”。坊巷内保存有余座古建筑，省、市级文保单位和历史保护建筑数量众多，自晚清至民国初年，被誉为“近代名人聚居地”。景点攻略，一群街头艺人自由地表演，总能吸引大批小伙伴的注意。古色古香的静谧坊巷也是值得一逛。在这里，油纸伞、丁香、小巷，在三坊七巷也是可以很好的诠释。游玩线路：，下午游公共街区：品美食赏美景的坊巷慢游——参观左海伟人林则徐纪念馆——南后街购物	support
三坊七巷是国家级旅游景区，三坊七巷自晋、唐形成起，清至民国走向辉煌。区域内现存古民居约有座，被国务院公布为全国重点文物保护单位。位于福州中心城区（老城区）的三坊七巷拥有公顷的完整保护范围。三坊七巷为国内现存规模较大、保护较为完整的历史文化街区，有“中国城市里坊制度活化石”和“中国明清建筑博物馆”的美称。年月日，三坊七巷历史文化街区获得文化部、国家文物局批准的“中国十大历史文化名街”荣誉称号。	support
，因境内有山有水又临海，飞禽走兽，必吃榜：，这道菜必须排在第一位，有淡淡的酒混合干货的香气，是清淡的，略有沾粘，价格：一人份-元，老字号：聚春园、老福州、闽味馆，捞化：极细的米粉，捞出放在事先准备好的高汤里。有很多食材可以加，海蛎肉，早上来一碗，是非常符合现代膳食营养的优质早餐。一般街边小馆都能做的很不错。肉燕：俗称肉包肉，包裹上调好味的肉末，价格：-元，只，老字号：味中味、同利，花生汤：软糯甜香，价格：-元，街边小店皆可，：豆花，吃了几种有加杂果的，都非常好吃，价格：-元，鱼圆：用鱼肉包裹的猪肉，鲨鱼圆有点腥气。老字号：永和、老福州、同利，芋泥：甜、糯、软、香不腻人，非常美味。现在上海有加在奶茶里的芋泥，价：-元，随便一家店就可，(再见小蜂)不推荐：，入口有五味杂陈的不和谐感(捂脸小蜂)(捂脸小蜂)(捂脸小蜂)，入口啥味道都尝不出，真个是佛系的食物(机智小蜂)(机智小蜂)(机智小蜂)，少女心爆棚，木纳纳的少女(偷笑小蚂)(偷笑小蚂)(偷笑小蚂)	support
去福州三坊七巷总要去的！福州的文化底蕴就在那里。进入三坊七巷牌坊旁边有一座风雨廊，建在这里的目的是为了遮挡一下李嘉城在此一个楼盘给古街带来的突兀违和的视觉感受。真是作孽！整块古建筑区修整得很好，各古民居展馆展品修旧如旧。少数的匾额过金光闪闪，内容详实。街上几乎全部约时尚消费原素，蛮好的！	support
福州竟然有一个这么惬意的地方，在这里我们在古色古香的院落和纵横交错的狭窄小巷子中穿行，很是闲适的感觉。	support
作为本地人，来三坊七巷如果只走了南后街(中轴线)而没有去好好看看藏在巷子里的古宅，而不是体现在南后街的商店里！那些商店是全国通用的。而老宅子却走着福州本地的特色和历史的积淀！	support
三坊七巷由三个坊、七条巷和一条中轴街肆组成，会比较悠闲。	support
福州小吃先吃一遍[呲牙]到处都是福州好吃的小吃！还有明清时期的古建筑风格的建筑，非常不错	support
福州三坊七巷历史文化街区占地公顷，;西三个坊、东七条巷、南北一中轴，尝了一下没有非常特别的感觉。	support
还不错，好玩	support
三坊七巷是国家五级景区，半部民国史的说法，背靠乌山，是福州的中心。	support
非常棒，特别大一片步行街区，两边都是特色店铺，每一处都有历史和故事，感觉很棒。	support
福州市内仿古文化小吃一条街，历史不久的像肯德基、麦当劳、星巴克等洋品牌挂上中国的招牌，好像也成为百年老店。	support
都说“一片三坊七巷，作为福建省最著名的古建筑，如果说福州有什么玩的地方，经历数百年历史的沉淀，让三坊七巷的历史韵味厚积薄发，现在让我们一起走进这个历史之城，重拾历史记忆。	support
，制作了八万四千座小塔，内藏印经，俗称阿育王塔。但塔巷育王塔只是象征性而已。南宋后塔毁，在巷内砌造半爿的小塔，所以称“塔巷”。塔巷地点塔巷在福州三坊七巷的郎官巷以南，小塔移置坊口。在塔巷东头有福州永负盛名的“永和鱼丸店”。塔巷影响几十年来人们将塔看成了小巷文化的结晶。清代，以示名副其实。世纪年代，小塔移至巷口。	support
国庆去福建玩，搜了一下，就过来见识一下，处于是市中心，位置很方便。正如其名，有很多饮品店、饰物店；两边还有大小不同的巷子，可以根据自己兴趣决定是否进去。里面很多便民设施，比如路边有设施会定时喷水雾来降温	support
到的比较晚，就像大多数的旅游商业街，肉燕，喝了八婆婆，才发现博物馆和古居，有时间可以深度游一下，对于北方人完全不同的身心感受	support
三坊七巷最让我震惊的就是近代史上的一批风云人物都在这里生活过，沈葆桢，冰心，林觉民等等。真的是半部近代史！其实三坊七巷里面很多馆也很有趣，有二梅书屋，有小黄楼，同利肉燕，亚哦～，趣味，性价比	support
三坊七巷是福州的标志性景观，这里有天后官，是到福州必游之地。	support
福州三坊七巷景区，国家景区。	support
福州最有名气的景点，可以感受各种古建筑的魅力，各种福州小吃和特色商品，肉燕鱼丸味道不错	support
有福之州也可算是人杰地灵，他的故居就在三坊七巷旁边如今辟为纪念馆，母家，宽街窄巷，很有文化底蕴和味道。	support
福州最值得去的景点，老字号，古建筑很有味道，可以了解客家文化和闽商的历史，值得一游	support
如今，但你不用过于担心，三坊七巷的拥挤程度，慢悠悠地行走在窄窄的街巷中，石板铺地，这就很好。	support
到福州的第一站就是三坊七巷～，在里面还买好了伴手礼～	neutral
作为福州的古韵建筑，总的来说对于福州这样一个美丽的地方，闽文化。	support
第一次来，有福之州。	neutral
福州福州，作为第二故乡，还是第一次这么认真的逛三坊七巷，带你深度了解福州的三坊七巷。福州是国家历史文化名城，想要了解福州近代史，半部中国近代史，人才辈出，成了开眼看世界的第一人，提出了物竞天择，广州起义林觉民，文学巨匠冰心还有一代建筑才女林徽因等等。	support
三坊七巷最美宅院-小黄楼暴走三坊七巷十二时辰，这座宅院是三坊七巷所有宅院中居住名人最多的宅院，是最真实的祝愿。在这里偶遇油纸伞非遗传承人严磊老师，体会一把青石雨巷中油纸伞下的古典之美。	support
虽然很多房子都是后来翻修重建的，小巷的颜色打造的宛如水墨画。名人故居和介绍海运、畲族民俗等博物馆都值得一转，不过晚上巷子格外安静，很多故居被征用不能进，能进的几个全免费。	support
三坊七巷，进有名的建筑需要买门票，性价比不高！	against
游玩后才发现，这里还是众多历史名人的故里。有我们耳熟能详的冰心林觉民，严复，沈葆桢。它作为福州的文化之根、历史之源，而在那一条条幽长弯曲的深巷里。三坊七巷主干道为南后街，相比于繁华的主路则显得十分安静，更推荐去小路走走。	support
三坊七巷是福州比较有名的景点，夜景很美，有不少福州特色小吃和售卖特色商品的店铺。附近还有东百商场和达明路小吃街。	support
节假日这里人潮涌动，希望未来这里还能坚守住文化的阵地。说到商业化，保护传承还是比较好的。	support
如果只是在南后街走一走，你会发现很多历史的沉淀。来福州必去的地方。	support
福州三坊七巷美，内有古时的街道，今次去到还在那里的电影院看了一套戏，有微信真好	support
就是一些人造景点，后悔去了。	against
漫步三坊七巷――福州首席代表性历史老街区，名叫“南后街”，其中两旁又横向贯穿了多条笔直的小街巷，都是青石板铺就的。	support
外地人来福州必逛的地方，停车是个非常大的问题，正不正宗就不好说了，可以买几朵	against
福州排名第一的景点，但也并不十分的拥挤。整个街区修旧如旧，有种岭南风情和文人情怀。有许多名人故居。	support
位于福州市市区，保留了很多文化元素，可以畅快地找到你想要的东西，购物非常方便。	support
福州三坊七巷，详细地址：福建省福州市鼓楼区道山路附近，交通攻略：，、、、、、、路到“双抛桥”站下车可到。有停车场，:，白墙瓦屋、坊巷纵横，每个坊巷口都有一个石刻的牌楼。小：商业化，园区内一些商人会坑人，听口音不是本地人	neutral
我认为，是游览福州的首选。三坊七巷的精髓不在南后街，而主干道旁则是三坊七巷的小路，我更推荐去小路走走。	support
晚饭吃了以后去了三坊七巷，很多的古居景点己经关门了，感觉上是非常的热闹，商业步行街的商业气氛很浓烈。	support
到个福州，文化气息浓厚。走在古色古香的街道，这里集中了历史上福州著名各界精英。值得一去。	support
福州市区内，有几个名人故居，商业气氛比较浓厚，实在没有地方去的话也可以过去转转。	neutral
天下着淅淅沥沥的小雨，心里不由得有些阴霾：三坊七巷，雨，撑着伞走路，载着同学们的欢声笑语，却忽然感到眼前一亮，竟是如此清新、明亮。	support
这是一个很神奇的地方。如果仅仅是为了休闲，吃喝玩乐也俱全，但如果你是来追溯历史，那么一两小时肯定是不够的。完善于唐五代，至今保存完整。在历史的沉淀中，他们对当时时代进程的影响，除了以上名人的故居参观，此外，依然可以从现有的碑文、雕刻、房檐中看到当时的建筑风格。三坊七巷以南后街为中轴线，西侧为三坊（衣锦坊、文儒坊、光禄坊），不用过于操心路线，建议游览时间：天	support
很多古老的巷子，美食也是相当地道	support
值得去，其间有不少的特色小吃和福州特产，走在街上好像有种回到从前的感觉	support
里面很大，有兴趣的可以去参观。这里是免费景点，不推荐！三坊七巷周边有不少餐饮，有一些老字号可以去试试！	neutral
三坊七巷和南京的老门东差不多，首先是长椅和多肉植物，晚上的灯饰看看还是蛮开心的，有石桌，坐在大街上吃，档次下降了不少，但是又缺乏宣传，一个晚上左右的时间就逛的过来了	against
旅游的人必须到这边，福州的名片	support
闹中取静的一个免费的景区，文化底蕴深厚，有大家都熟知的虎门销烟英雄林则徐等	support
除夕这天我们是中午到的福州，石板路，名人古居，老字号的店铺都似乎在向人们展示它的悠久的历史。	support
很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦很好很满意的推荐大家可以看看哦	support
来福州的朋友基本都会去这里吧。总的来说，主要街道人满为患，更有意思。小巷中有些古时遗留的房屋建筑，几十几十不等，不必报太大的希望。	support
三坊七巷是国家级旅游景区，三坊七巷自晋、唐形成起，清至民国走向辉煌。	support
在市区繁华商业街背后,大路、县巷、后街、衙后、庙前和坊巷条古街纵横交错。这里没有闹市的喧嚣和快节奏,随处可见老房的沧桑和清静的慢生活。修钟表、裁缝店	support
带路宣传比较多，两人花了看了一个三层楼的小博物馆，除了服务员，其他没一个人进去	neutral
整个区域风格保存的比较好。如果不进专门的故居，可以不用买门票。适合带老人和孩子比较松散的休闲游。	support
这里有着浓厚的文化积淀，不过建议大家最好有个懂这里历史文化的人做导游，也更能看明白。	support
老福州，老文艺，这里是必到景点，文化传承，文还有文艺范十足的商铺，快来吧	support
俯瞰三坊七巷全景都能看到，有特色的建筑，趣味性强，心情舒畅，感觉特别的舒服。	support
三坊七巷是福州的历史之源、文化之根，基本保留唐宋坊巷格局，使得这块热土充满了特殊的人文价值和不散的灵性及才情，被称为“一个三坊七巷，半个中国近代史”。	support
